6.2554 0.8194 0.1994 0.3125 4.2876 0.1994 4.2054 9.7177 185682957697.6760 146455859882732526540039389184.0000
6.3684 0.7809 0.1334 0.4770 6.0162 0.1334 4.5073 10.5922 59197886639.4096 49269604623991936062096146432.0000
2.7922 0.7654 0.3805 0.2187 4.6957 0.3805 4.6240 11.4423 886293031533.5361 62172645995845139381318844416.0000
3.3752 0.8073 0.3696 0.1958 7.6896 0.3696 4.3025 11.7010 182902821529.8856 22661316865446872225763295232.0000
7.6905 0.8814 0.3099 0.2855 5.3325 0.3099 3.6631 9.3079 158434685148.6145 232212182202892169668080959488.0000
5.2463 0.6062 0.1830 0.3927 7.5708 0.1830 5.7048 13.2556 47013984637.9177 21876313598408076352613777408.0000
9.2940 0.8377 0.2767 0.1934 5.1721 0.2767 4.0533 9.4056 120822935408.9781 312560265461381128788652326912.0000
